Time,Bid1,Bid2,Ask1,Ask2,Mid-Price,Total_volume,Bid_ask_spread,Order_imbalance
13:41:38,"[184.0, 84]","[183.0, 8]","[185.07, 30]","[197.58, 19]",184.53,141,1.07,0.3
13:41:39,"[184.0, 51]","[183.0, 8]","[186.0, 12]","[268.75, 20]",185.0,91,2.0,0.3
13:41:40,"[100.72, 43]","[76.74, 117]","[184.33, 15]","[241.67, 15]",142.53,190,83.61,0.68
13:41:41,"[69.19, 89]","[67.16, 107]","[176.26, 31]","[185.0, 11]",122.72,238,107.07,0.65
13:41:42,"[80.06, 105]","[66.99, 72]","[176.0, 33]","[187.5, 12]",128.03,222,95.94,0.59
13:41:43,"[133.46, 112]","[121.58, 52]","[175.33, 30]","[178.33, 15]",154.39,209,41.88,0.57
13:41:44,"[169.0, 130]","[143.0, 169]","[175.0, 32]","[176.0, 26]",172.0,357,6.0,0.68
13:41:45,"[170.18, 88]","[168.62, 63]","[175.0, 9]","[176.0, 14]",172.59,174,4.82,0.74
13:41:46,"[171.88, 104]","[169.0, 80]","[175.0, 8]","[176.0, 16]",173.44,208,3.12,0.77
13:41:47,"[173.1, 130]","[169.0, 100]","[178.67, 15]","[179.75, 32]",175.88,277,5.57,0.66
13:41:48,"[175.02, 53]","[173.57, 130]","[180.77, 26]","[181.77, 39]",177.89,248,5.75,0.48
13:41:49,"[180.84, 83]","[178.98, 81]","[209.32, 44]","[266.98, 40]",195.08,248,28.47,0.32
13:41:50,"[185.25, 64]","[182.0, 64]","[302.0, 40]","[379.8, 10]",243.62,178,116.75,0.44
13:41:51,"[186.0, 32]","[182.0, 32]","[273.0, 12]","[305.5, 12]",229.5,88,87.0,0.45
13:41:52,"[186.0, 64]","[182.0, 64]","[247.25, 40]","[252.38, 16]",216.62,184,61.25,0.39
13:41:53,"[186.0, 50]","[182.55, 44]","[230.71, 35]","[233.0, 35]",208.36,164,44.71,0.15
13:41:54,"[186.0, 67]","[184.0, 60]","[228.38, 63]","[229.67, 75]",207.19,265,42.38,-0.04
13:41:55,"[186.0, 24]","[184.0, 24]","[208.86, 14]","[216.59, 22]",197.43,84,22.86,0.14
13:41:56,"[184.44, 36]","[183.12, 64]","[186.22, 9]","[195.12, 25]",185.33,134,1.78,0.49
13:41:57,"[184.0, 15]","[183.0, 72]","[185.0, 9]","[222.89, 37]",184.5,133,1.0,0.31
13:41:58,"[183.0, 72]","[182.0, 18]","[220.0, 45]","[309.11, 37]",201.5,172,37.0,0.05
13:41:59,"[191.0, 24]","[183.19, 42]","[222.5, 30]","[442.57, 23]",206.75,119,31.5,0.11
13:42:00,"[191.0, 32]","[187.0, 19]","[224.12, 40]","[518.52, 29]",207.56,120,33.12,-0.15
13:42:01,"[188.14, 42]","[183.67, 45]","[224.0, 45]","[389.41, 32]",206.07,164,35.86,0.06
13:42:02,"[187.0, 41]","[180.76, 29]","[223.11, 45]","[293.33, 27]",205.06,142,36.11,-0.01
13:42:03,"[184.16, 19]","[151.78, 41]","[221.15, 65]","[423.37, 46]",202.66,171,37.0,-0.3
13:42:04,"[169.0, 6]","[168.0, 18]","[221.0, 30]","[430.29, 28]",195.0,82,52.0,-0.41
13:42:05,"[169.0, 13]","[112.15, 103]","[193.47, 49]","[287.89, 45]",181.23,210,24.47,0.1
13:42:06,"[178.29, 55]","[136.83, 23]","[422.52, 54]","[516.59, 37]",300.4,169,244.23,-0.08
13:42:07,"[190.0, 207]","[182.44, 36]","[342.0, 45]","[520.82, 34]",266.0,322,152.0,0.51
13:42:08,"[190.0, 299]","[184.0, 52]","[234.46, 39]","[343.83, 47]",212.23,437,44.46,0.61
13:42:09,"[190.0, 138]","[184.0, 24]","[224.83, 18]","[307.14, 21]",207.42,201,34.83,0.61
13:42:10,"[190.04, 114]","[188.38, 65]","[220.8, 25]","[265.43, 21]",205.42,225,30.76,0.59
13:42:11,"[190.0, 244]","[187.0, 36]","[214.15, 46]","[215.64, 50]",202.08,376,24.15,0.49
13:42:12,"[190.0, 265]","[187.0, 45]","[209.82, 49]","[211.97, 71]",199.91,430,19.82,0.44
13:42:13,"[190.0, 117]","[187.08, 26]","[204.45, 31]","[207.41, 41]",197.23,215,14.45,0.33
13:42:14,"[190.0, 153]","[188.0, 26]","[202.08, 61]","[203.21, 43]",196.04,283,12.08,0.27
13:42:15,"[190.0, 143]","[188.0, 26]","[199.08, 65]","[202.0, 39]",194.54,273,9.08,0.24
13:42:16,"[190.0, 65]","[188.0, 14]","[196.75, 20]","[198.11, 27]",193.38,126,6.75,0.25
13:42:17,"[190.03, 58]","[189.07, 30]","[193.56, 25]","[195.6, 20]",191.8,133,3.53,0.32
13:42:18,"[190.53, 86]","[189.76, 42]","[192.0, 27]","[195.0, 18]",191.27,173,1.47,0.48
13:42:19,"[191.0, 147]","[190.0, 96]","[193.78, 27]","[378.58, 45]",192.39,315,2.78,0.54
13:42:20,"[191.0, 72]","[190.0, 112]","[274.55, 51]","[345.86, 42]",232.77,277,83.55,0.33
13:42:21,"[190.08, 36]","[189.6, 40]","[368.36, 33]","[370.0, 55]",279.22,164,178.28,-0.07
13:42:22,"[190.0, 21]","[189.0, 14]","[342.44, 27]","[369.38, 29]",266.22,91,152.44,-0.23
13:42:23,"[190.0, 33]","[189.0, 22]","[341.26, 43]","[464.62, 39]",265.63,137,151.26,-0.2
13:42:24,"[190.0, 15]","[189.0, 18]","[323.0, 19]","[397.94, 31]",256.5,83,133.0,-0.2
13:42:25,"[190.0, 9]","[189.0, 18]","[327.0, 36]","[368.0, 27]",258.5,90,137.0,-0.4
13:42:26,"[190.0, 9]","[189.0, 18]","[334.5, 28]","[377.77, 13]",262.25,68,144.5,-0.21
13:42:27,"[190.0, 6]","[189.0, 12]","[351.83, 18]","[548.24, 29]",270.92,65,161.83,-0.45
13:42:28,"[190.33, 12]","[189.2, 20]","[297.88, 43]","[360.96, 45]",244.11,120,107.55,-0.47
13:42:29,"[191.0, 9]","[190.0, 8]","[268.5, 32]","[288.0, 8]",229.75,57,77.5,-0.4
13:42:30,"[191.42, 19]","[190.54, 13]","[239.13, 31]","[316.65, 37]",215.28,100,47.71,-0.36
13:42:31,"[192.14, 21]","[189.96, 23]","[210.29, 34]","[295.95, 44]",201.22,122,18.15,-0.28
13:42:32,"[189.56, 27]","[187.82, 34]","[209.0, 18]","[210.0, 18]",199.28,97,19.44,0.26
13:42:33,"[189.71, 21]","[187.86, 21]","[208.14, 14]","[210.0, 14]",198.93,70,18.43,0.2
13:42:34,"[190.0, 12]","[188.0, 12]","[207.0, 8]","[210.0, 8]",198.5,40,17.0,0.2
13:42:35,"[189.38, 13]","[187.43, 21]","[207.0, 14]","[210.0, 14]",198.19,62,17.62,0.1
13:42:36,"[188.93, 75]","[187.25, 20]","[205.4, 20]","[210.0, 20]",197.17,135,16.47,0.41
13:42:37,"[189.0, 82]","[188.0, 15]","[203.5, 16]","[207.0, 16]",196.25,129,14.5,0.5
13:42:38,"[189.0, 126]","[188.0, 28]","[195.29, 28]","[196.71, 28]",192.14,210,6.29,0.47
13:42:39,"[189.0, 133]","[188.0, 30]","[192.27, 30]","[193.27, 30]",190.63,223,3.27,0.46
13:42:40,"[189.0, 89]","[188.0, 32]","[203.12, 32]","[340.11, 27]",196.06,180,14.12,0.34
13:42:41,"[189.0, 37]","[188.0, 24]","[352.4, 20]","[563.33, 42]",270.7,123,163.4,-0.01
13:42:42,"[189.0, 12]","[188.0, 24]","[243.71, 38]","[357.17, 41]",216.36,115,54.71,-0.37
13:42:43,"[187.36, 11]","[185.43, 28]","[194.53, 17]","[276.67, 24]",190.95,80,7.17,-0.03
13:42:44,"[186.73, 15]","[184.63, 41]","[188.0, 14]","[219.08, 26]",187.37,96,1.27,0.17
13:42:45,"[185.0, 20]","[184.0, 195]","[187.38, 13]","[280.25, 16]",186.19,244,2.38,0.76
13:42:46,"[186.57, 51]","[184.42, 26]","[205.17, 12]","[287.09, 23]",195.87,112,18.6,0.38
13:42:47,"[187.0, 24]","[185.0, 6]","[197.05, 21]","[234.0, 7]",192.02,58,10.05,0.03
13:42:48,"[187.0, 28]","[185.0, 7]","[196.71, 28]","[198.0, 7]",191.86,70,9.71,0.0
13:42:49,"[187.0, 33]","[185.0, 15]","[195.53, 60]","[340.67, 15]",191.27,123,8.53,-0.22
13:42:50,"[187.0, 7]","[184.24, 21]","[194.14, 28]","[319.29, 7]",190.57,63,7.14,-0.11
13:42:51,"[187.0, 13]","[185.69, 71]","[193.33, 54]","[214.42, 19]",190.17,157,6.33,0.07
13:42:52,"[186.45, 29]","[185.96, 143]","[189.19, 72]","[190.5, 52]",187.82,296,2.75,0.16
13:42:53,"[186.0, 45]","[185.0, 27]","[188.72, 29]","[259.38, 13]",187.36,114,2.72,0.26
13:42:54,"[186.0, 78]","[185.0, 48]","[188.75, 44]","[238.84, 56]",187.38,226,2.75,0.12
13:42:55,"[186.0, 42]","[185.0, 56]","[188.75, 48]","[225.33, 30]",187.38,176,2.75,0.11
13:42:56,"[186.0, 30]","[185.0, 44]","[188.75, 12]","[332.12, 17]",187.38,103,2.75,0.44
13:42:57,"[186.36, 11]","[184.45, 22]","[404.88, 8]","[564.35, 23]",295.62,64,218.51,0.03
13:42:58,"[186.12, 17]","[165.31, 16]","[354.82, 17]","[517.0, 8]",270.47,58,168.71,0.14
13:42:59,"[184.93, 41]","[163.58, 36]","[508.38, 8]","[602.24, 17]",346.65,102,323.45,0.51
13:43:00,"[184.0, 21]","[136.0, 105]","[372.57, 7]","[529.62, 13]",278.29,146,188.57,0.73
13:43:01,"[184.0, 30]","[142.16, 38]","[329.54, 13]","[518.5, 16]",256.77,97,145.54,0.4
13:43:02,"[184.0, 12]","[135.0, 12]","[370.0, 6]","[594.0, 6]",277.0,36,186.0,0.33
13:43:03,"[159.38, 26]","[125.25, 24]","[407.0, 8]","[635.71, 14]",283.19,72,247.62,0.39
13:43:04,"[177.41, 63]","[171.47, 98]","[284.52, 46]","[295.88, 49]",230.97,256,107.11,0.26
13:43:05,"[191.54, 26]","[189.0, 143]","[196.46, 52]","[269.23, 31]",194.0,252,4.92,0.34
13:43:06,"[189.0, 63]","[187.0, 20]","[195.4, 40]","[290.53, 34]",192.2,157,6.4,0.06
13:43:07,"[189.0, 64]","[187.0, 26]","[194.15, 52]","[313.15, 13]",191.58,155,5.15,0.16
13:43:08,"[189.0, 28]","[187.0, 14]","[193.0, 28]","[388.71, 7]",191.0,77,4.0,0.09
13:43:09,"[189.0, 39]","[187.27, 33]","[190.38, 56]","[269.79, 56]",189.69,184,1.38,-0.22
13:43:10,"[189.0, 9]","[188.0, 27]","[325.67, 36]","[378.33, 24]",257.33,96,136.67,-0.25
13:43:11,"[188.0, 39]","[187.0, 26]","[334.38, 52]","[406.74, 31]",261.19,148,146.38,-0.12
13:43:12,"[188.0, 36]","[187.0, 24]","[397.58, 48]","[431.0, 12]",292.79,120,209.58,0.0
13:43:13,"[187.71, 21]","[186.22, 46]","[199.45, 31]","[261.31, 26]",193.58,124,11.74,0.08
13:43:14,"[187.0, 13]","[186.0, 104]","[197.88, 42]","[211.48, 31]",192.44,190,10.88,0.23
13:43:15,"[187.0, 10]","[186.0, 80]","[196.0, 40]","[198.0, 30]",191.5,160,9.0,0.12
13:43:16,"[188.91, 54]","[187.56, 39]","[195.75, 48]","[198.0, 36]",192.33,177,6.84,0.05
13:43:17,"[189.0, 48]","[188.0, 30]","[194.47, 34]","[196.0, 36]",191.74,148,5.47,0.05
13:43:18,"[189.0, 27]","[188.0, 27]","[193.11, 27]","[195.0, 36]",191.06,117,4.11,-0.08
13:43:19,"[189.44, 27]","[187.38, 37]","[194.18, 33]","[282.1, 30]",191.81,127,4.74,0.01
13:43:20,"[187.21, 58]","[185.91, 104]","[195.0, 52]","[339.85, 39]",191.1,253,7.79,0.28
13:43:21,"[190.0, 20]","[186.0, 110]","[194.9, 40]","[270.4, 30]",192.45,200,4.9,0.3
13:43:22,"[186.52, 46]","[185.87, 38]","[192.62, 32]","[219.0, 24]",189.57,140,6.1,0.2
13:43:23,"[186.29, 17]","[185.87, 23]","[191.25, 32]","[219.0, 24]",188.77,96,4.96,-0.17
13:43:24,"[187.83, 12]","[186.0, 48]","[190.83, 48]","[213.11, 38]",189.33,146,3.0,-0.18
13:43:25,"[185.3, 80]","[184.21, 57]","[190.07, 44]","[212.31, 39]",187.68,220,4.77,0.25
13:43:26,"[185.0, 77]","[184.0, 40]","[186.62, 24]","[228.88, 24]",185.81,165,1.62,0.42
13:43:27,"[185.0, 24]","[184.0, 30]","[501.0, 18]","[648.15, 13]",343.0,85,316.0,0.27
13:43:28,"[185.0, 36]","[184.0, 45]","[501.0, 27]","[532.89, 18]",343.0,126,316.0,0.29
13:43:29,"[185.0, 32]","[184.0, 40]","[477.86, 21]","[585.53, 19]",331.43,112,292.86,0.29
13:43:30,"[185.0, 52]","[184.0, 60]","[433.33, 39]","[528.14, 28]",309.17,179,248.33,0.25
13:43:31,"[185.0, 52]","[184.0, 100]","[251.47, 62]","[331.07, 29]",218.23,243,66.47,0.25
13:43:32,"[185.0, 48]","[184.0, 120]","[200.0, 60]","[412.04, 25]",192.5,253,15.0,0.33
13:43:33,"[187.5, 64]","[184.17, 96]","[199.5, 60]","[261.67, 24]",193.5,244,12.0,0.31
13:43:34,"[190.0, 71]","[185.0, 22]","[198.2, 50]","[240.0, 20]",194.1,163,8.2,0.14
13:43:35,"[184.35, 106]","[182.46, 69]","[197.33, 60]","[335.08, 24]",190.84,259,12.98,0.35
13:43:36,"[185.53, 34]","[183.98, 101]","[196.57, 63]","[413.36, 53]",191.05,251,11.04,0.08
13:43:37,"[188.0, 18]","[185.0, 18]","[192.0, 45]","[193.0, 27]",190.0,108,4.0,-0.33
13:43:38,"[189.83, 24]","[184.11, 94]","[192.0, 60]","[440.0, 36]",190.92,214,2.17,0.1
13:43:39,"[185.56, 36]","[183.84, 50]","[192.0, 40]","[440.0, 24]",188.78,150,6.44,0.15
13:43:40,"[186.28, 32]","[184.34, 59]","[191.0, 30]","[205.49, 55]",188.64,176,4.72,0.03
13:43:41,"[186.6, 15]","[184.44, 27]","[189.24, 21]","[212.0, 13]",187.92,76,2.64,0.11
13:43:42,"[186.0, 14]","[184.0, 49]","[188.57, 14]","[190.0, 14]",187.29,91,2.57,0.38
13:43:43,"[184.18, 44]","[182.4, 30]","[188.0, 26]","[190.0, 20]",186.09,120,3.82,0.23
13:43:44,"[184.67, 69]","[182.8, 45]","[186.05, 44]","[372.89, 36]",185.36,194,1.38,0.18
13:43:45,"[183.56, 9]","[180.5, 24]","[258.12, 32]","[449.89, 18]",220.84,83,74.57,-0.2
13:43:46,"[182.04, 55]","[179.07, 43]","[374.73, 60]","[572.39, 36]",278.38,194,192.7,0.01
13:43:47,"[184.0, 90]","[181.33, 9]","[349.64, 28]","[388.69, 26]",266.82,153,165.64,0.29
13:43:48,"[185.0, 72]","[183.33, 36]","[327.33, 27]","[330.0, 36]",256.17,171,142.33,0.26
13:43:49,"[190.0, 36]","[184.0, 96]","[324.9, 29]","[329.12, 34]",257.45,195,134.9,0.35
13:43:50,"[190.0, 24]","[184.0, 60]","[321.48, 23]","[327.61, 18]",255.74,125,131.48,0.34
13:43:51,"[190.0, 28]","[184.0, 70]","[287.07, 29]","[316.5, 16]",238.53,143,97.07,0.37
13:43:52,"[190.0, 28]","[184.23, 78]","[261.81, 31]","[262.46, 26]",225.9,163,71.81,0.3
13:43:53,"[185.5, 64]","[183.64, 66]","[195.29, 51]","[211.59, 59]",190.4,240,9.79,0.08
13:43:54,"[184.0, 80]","[182.25, 16]","[193.7, 50]","[201.8, 50]",188.85,196,9.7,-0.02
13:43:55,"[184.0, 64]","[180.0, 8]","[191.75, 40]","[193.88, 40]",187.88,152,7.75,-0.05
13:43:56,"[184.0, 104]","[180.0, 13]","[188.12, 49]","[189.41, 49]",186.06,215,4.12,0.09
13:43:57,"[184.17, 60]","[182.4, 25]","[185.35, 31]","[187.86, 59]",184.76,175,1.19,-0.03
13:43:58,"[184.22, 46]","[181.58, 91]","[186.0, 17]","[258.08, 49]",185.11,203,1.78,0.35
13:43:59,"[181.87, 69]","[180.41, 58]","[185.37, 19]","[291.36, 28]",183.62,174,3.5,0.46
13:44:00,"[182.47, 68]","[181.81, 141]","[194.0, 15]","[294.21, 28]",188.24,252,11.53,0.66
13:44:01,"[183.57, 28]","[182.04, 106]","[416.52, 40]","[428.22, 37]",300.05,211,232.95,0.27
13:44:02,"[182.0, 40]","[180.0, 49]","[290.22, 36]","[307.17, 24]",236.11,149,108.22,0.19
13:44:03,"[182.0, 44]","[180.0, 63]","[289.0, 36]","[291.0, 45]",235.5,188,107.0,0.14
13:44:04,"[183.6, 40]","[182.17, 59]","[289.0, 52]","[356.54, 41]",236.3,192,105.4,0.03
13:44:05,"[185.45, 105]","[183.6, 60]","[288.8, 60]","[386.4, 75]",237.12,300,103.35,0.1
13:44:06,"[185.91, 35]","[184.12, 17]","[288.0, 28]","[480.55, 31]",236.96,111,102.09,-0.06
13:44:07,"[185.98, 47]","[184.4, 20]","[279.89, 57]","[340.62, 47]",232.94,171,93.92,-0.22
13:44:08,"[186.15, 66]","[185.5, 16]","[283.54, 39]","[369.14, 42]",234.84,163,97.39,0.01
13:44:09,"[189.18, 44]","[185.97, 116]","[286.44, 72]","[395.52, 88]",237.81,320,97.26,0.0
13:44:10,"[186.0, 16]","[185.0, 8]","[218.56, 27]","[265.21, 29]",202.28,80,32.56,-0.4
13:44:11,"[186.0, 30]","[185.0, 15]","[217.35, 52]","[245.41, 39]",201.67,136,31.35,-0.34
13:44:12,"[186.0, 18]","[185.0, 9]","[215.32, 37]","[289.22, 23]",200.66,87,29.32,-0.38
13:44:13,"[186.0, 30]","[185.0, 15]","[213.05, 55]","[245.34, 38]",199.53,138,27.05,-0.35
13:44:14,"[186.94, 32]","[185.96, 25]","[204.2, 30]","[213.64, 59]",195.57,146,17.26,-0.22
13:44:15,"[186.25, 48]","[185.84, 43]","[204.0, 36]","[214.0, 96]",195.12,223,17.75,-0.18
13:44:16,"[188.0, 56]","[186.4, 40]","[201.79, 58]","[207.89, 54]",194.9,208,13.79,-0.08
13:44:17,"[187.17, 36]","[186.33, 24]","[194.6, 50]","[196.33, 46]",190.88,156,7.43,-0.23
13:44:18,"[189.0, 9]","[187.0, 27]","[193.0, 45]","[195.0, 27]",191.0,108,4.0,-0.33
13:44:19,"[188.18, 22]","[186.93, 42]","[191.29, 48]","[197.88, 80]",189.74,192,3.11,-0.33
13:44:20,"[186.83, 18]","[185.57, 7]","[191.5, 20]","[192.86, 29]",189.17,74,4.67,-0.32
13:44:21,"[187.67, 36]","[186.0, 9]","[190.55, 42]","[191.52, 21]",189.11,108,2.88,-0.17
13:44:22,"[187.22, 74]","[186.71, 34]","[188.38, 26]","[209.86, 29]",187.8,163,1.17,0.33
13:44:23,"[189.8, 90]","[186.5, 12]","[511.55, 40]","[630.86, 63]",350.68,205,321.75,-0.0
13:44:24,"[190.0, 90]","[187.0, 7]","[407.57, 35]","[606.0, 35]",298.79,167,217.57,0.16
13:44:25,"[190.0, 60]","[187.0, 6]","[371.64, 14]","[458.67, 30]",280.82,110,181.64,0.2
13:44:26,"[190.0, 110]","[187.0, 11]","[390.64, 55]","[446.74, 47]",290.32,223,200.64,0.09
13:44:27,"[190.0, 80]","[187.0, 8]","[356.0, 40]","[461.0, 36]",273.0,164,166.0,0.07
13:44:28,"[190.0, 90]","[187.0, 9]","[364.62, 13]","[501.61, 41]",277.31,153,174.62,0.29
13:44:29,"[190.0, 90]","[187.0, 15]","[207.04, 25]","[466.85, 13]",198.52,143,17.04,0.47
13:44:30,"[190.0, 56]","[187.0, 36]","[205.56, 27]","[498.0, 9]",197.78,128,15.56,0.44
13:44:31,"[186.73, 11]","[176.42, 19]","[204.22, 27]","[492.67, 9]",195.47,66,17.49,-0.09
13:44:32,"[184.43, 28]","[154.47, 43]","[200.17, 18]","[267.68, 22]",192.3,111,15.74,0.28
13:44:33,"[184.44, 32]","[163.23, 26]","[202.0, 24]","[563.3, 27]",193.22,109,17.56,0.06
13:44:34,"[188.7, 71]","[188.1, 68]","[201.38, 39]","[416.27, 51]",195.04,229,12.68,0.21
13:44:35,"[190.91, 53]","[189.06, 94]","[199.38, 39]","[220.37, 41]",195.15,227,8.48,0.3
13:44:36,"[186.93, 86]","[185.84, 131]","[196.38, 24]","[198.25, 24]",191.65,265,9.44,0.64
13:44:37,"[186.0, 198]","[185.0, 63]","[193.89, 27]","[194.89, 27]",189.94,315,7.89,0.66
13:44:38,"[186.0, 220]","[185.0, 72]","[193.0, 30]","[194.0, 30]",189.5,352,7.0,0.66
13:44:39,"[186.18, 265]","[185.67, 167]","[191.89, 54]","[192.89, 54]",189.03,540,5.71,0.6
13:44:40,"[187.0, 29]","[186.0, 198]","[191.11, 27]","[199.0, 36]",189.06,290,4.11,0.57
13:44:41,"[186.02, 246]","[185.47, 187]","[188.91, 22]","[209.87, 53]",187.46,508,2.89,0.7
13:44:42,"[186.0, 153]","[185.0, 81]","[244.82, 22]","[322.83, 24]",215.41,280,58.82,0.67
13:44:43,"[186.0, 146]","[185.0, 105]","[333.35, 31]","[341.83, 46]",259.68,328,147.35,0.53
13:44:44,"[186.71, 56]","[185.46, 104]","[329.12, 16]","[332.0, 40]",257.92,216,142.41,0.48
13:44:45,"[188.19, 32]","[185.79, 107]","[329.0, 18]","[379.8, 41]",258.59,198,140.81,0.4
13:44:46,"[186.0, 59]","[185.0, 124]","[278.33, 30]","[399.02, 41]",232.17,254,92.33,0.44
13:44:47,"[186.0, 16]","[185.0, 56]","[234.0, 16]","[329.0, 8]",210.0,96,48.0,0.5
13:44:48,"[186.24, 34]","[185.03, 116]","[230.31, 26]","[245.88, 32]",208.27,208,44.07,0.44
13:44:49,"[190.0, 54]","[186.0, 44]","[230.73, 22]","[453.5, 50]",210.36,170,40.73,0.15
13:44:50,"[190.0, 60]","[186.0, 40]","[224.64, 22]","[333.57, 47]",207.32,169,34.64,0.18
13:44:51,"[190.0, 44]","[186.0, 32]","[213.73, 22]","[268.83, 29]",201.86,127,23.73,0.2
13:44:52,"[187.82, 22]","[185.38, 53]","[229.0, 16]","[293.77, 35]",208.41,126,41.18,0.19
13:44:53,"[186.0, 40]","[185.0, 110]","[226.91, 23]","[498.34, 41]",206.46,214,40.91,0.4
13:44:54,"[187.0, 132]","[186.0, 44]","[223.81, 43]","[345.49, 43]",205.41,262,36.81,0.34
13:44:55,"[189.78, 23]","[186.93, 60]","[221.42, 24]","[222.1, 39]",205.6,146,31.63,0.14
13:44:56,"[189.82, 17]","[186.92, 50]","[219.15, 26]","[220.43, 23]",204.49,116,29.33,0.16
13:44:57,"[185.17, 60]","[184.14, 76]","[217.83, 30]","[219.0, 12]",201.5,178,32.67,0.53
13:44:58,"[185.0, 143]","[184.0, 117]","[216.71, 56]","[217.97, 35]",200.86,351,31.71,0.48
13:44:59,"[186.09, 55]","[184.9, 59]","[214.45, 55]","[216.0, 22]",200.27,191,28.36,0.19
13:45:00,"[188.0, 62]","[186.0, 42]","[212.88, 64]","[214.82, 34]",200.44,202,24.88,0.03
13:45:01,"[188.0, 18]","[186.0, 36]","[209.38, 32]","[211.67, 48]",198.69,134,21.38,-0.19
13:45:02,"[187.08, 13]","[185.54, 39]","[206.67, 36]","[210.0, 18]",196.87,106,19.59,-0.02
13:45:03,"[186.0, 39]","[185.0, 117]","[204.43, 42]","[205.67, 36]",195.21,234,18.43,0.33
13:45:04,"[187.56, 41]","[185.47, 51]","[200.5, 40]","[201.6, 40]",194.03,172,12.94,0.07
13:45:05,"[188.0, 49]","[186.07, 45]","[196.09, 44]","[196.84, 64]",192.05,202,8.09,-0.07
13:45:06,"[188.44, 55]","[187.44, 18]","[195.05, 38]","[197.12, 43]",191.74,154,6.62,-0.05
13:45:07,"[188.26, 145]","[186.6, 45]","[192.42, 52]","[193.71, 56]",190.34,298,4.16,0.28
13:45:08,"[188.0, 397]","[186.0, 42]","[189.63, 54]","[191.66, 38]",188.81,531,1.63,0.65
13:45:09,"[188.0, 197]","[185.18, 66]","[191.63, 19]","[272.5, 40]",189.82,322,3.63,0.63
13:45:10,"[188.0, 228]","[186.0, 24]","[192.25, 48]","[436.0, 48]",190.12,348,4.25,0.45
13:45:11,"[188.07, 119]","[187.54, 99]","[191.49, 43]","[238.86, 14]",189.78,275,3.42,0.59
13:45:12,"[187.31, 78]","[186.69, 39]","[189.12, 32]","[190.52, 31]",188.22,180,1.82,0.3
13:45:13,"[187.0, 35]","[186.0, 14]","[190.0, 21]","[423.71, 7]",188.5,77,3.0,0.27
13:45:14,"[187.0, 36]","[186.0, 16]","[189.75, 24]","[378.82, 11]",188.38,87,2.75,0.2
13:45:15,"[187.19, 42]","[186.17, 24]","[344.69, 32]","[532.97, 29]",265.94,127,157.5,0.04
13:45:16,"[191.0, 22]","[188.09, 44]","[281.29, 35]","[364.6, 20]",236.14,121,90.29,0.09
13:45:17,"[191.0, 22]","[190.0, 44]","[282.36, 28]","[301.23, 26]",236.68,120,91.36,0.1
13:45:18,"[190.73, 11]","[189.4, 20]","[281.0, 10]","[406.0, 5]",235.86,46,90.27,0.35
13:45:19,"[190.0, 27]","[187.0, 36]","[281.0, 18]","[536.5, 14]",235.5,95,91.0,0.33
13:45:20,"[190.0, 14]","[187.0, 32]","[238.88, 16]","[377.43, 14]",214.44,76,48.88,0.21
13:45:21,"[190.0, 10]","[187.0, 40]","[194.3, 20]","[246.23, 22]",192.15,92,4.3,0.09
13:45:22,"[187.68, 31]","[186.7, 40]","[192.87, 23]","[268.51, 43]",190.27,137,5.19,0.04
13:45:23,"[187.0, 48]","[186.0, 24]","[189.67, 18]","[190.33, 18]",188.33,108,2.67,0.33
13:45:24,"[186.55, 22]","[185.13, 89]","[206.57, 23]","[239.85, 20]",196.56,154,20.02,0.44
13:45:25,"[188.0, 14]","[186.0, 14]","[263.44, 9]","[318.0, 10]",225.72,47,75.44,0.19
13:45:26,"[186.0, 11]","[185.0, 121]","[372.0, 12]","[583.75, 12]",279.0,156,186.0,0.69
13:45:27,"[186.0, 6]","[185.0, 66]","[412.83, 6]","[796.0, 12]",299.42,90,226.83,0.6
13:45:28,"[186.0, 6]","[185.0, 66]","[251.7, 10]","[579.86, 7]",218.85,89,65.7,0.62
13:45:29,"[186.0, 9]","[185.0, 99]","[344.44, 9]","[532.21, 14]",265.22,131,158.44,0.65
13:45:30,"[185.27, 30]","[184.92, 72]","[484.15, 13]","[564.77, 13]",334.71,128,298.89,0.59
13:45:31,"[185.0, 55]","[184.0, 15]","[468.88, 17]","[539.18, 11]",326.94,98,283.88,0.43
13:45:32,"[185.0, 81]","[184.0, 27]","[392.39, 41]","[428.68, 25]",288.7,174,207.39,0.24
13:45:33,"[185.9, 59]","[185.45, 53]","[221.12, 24]","[373.25, 73]",203.51,209,35.23,0.07
13:45:34,"[186.5, 20]","[186.67, 18]","[217.55, 38]","[219.14, 28]",202.03,104,31.05,-0.27
13:45:35,"[186.78, 63]","[184.94, 52]","[215.62, 40]","[219.0, 32]",201.2,187,28.85,0.23
13:45:36,"[187.0, 128]","[185.0, 112]","[210.48, 50]","[211.69, 68]",198.74,358,23.48,0.34
13:45:37,"[189.61, 69]","[186.55, 93]","[202.82, 57]","[203.93, 27]",196.22,246,13.22,0.32
13:45:38,"[191.0, 43]","[187.0, 88]","[199.2, 30]","[200.41, 41]",195.1,202,8.2,0.3
13:45:39,"[190.06, 34]","[186.95, 109]","[193.4, 62]","[195.11, 47]",191.73,252,3.34,0.13
13:45:40,"[187.0, 104]","[186.0, 65]","[190.13, 47]","[191.16, 38]",188.56,254,3.13,0.33
