,ARIMA Forecast Average Mid-Price,Actual Mid-Price,ARIMA Forecast Average Bid-Ask Spread,Actual Bid-Ask Spread,ARIMA Trading Signal,True Trading Signals,Correct Prediction
94,144.15160801336447,138.1,57.13266353140665,49.41,Buy,Buy,True
95,142.9670072112397,157.14,70.11830212350239,89.15,Sell,Sell,True
96,142.3293604655681,133.59,56.67521799121404,41.99,Hold,Buy,False
97,142.8406627332568,156.22,65.15568186658349,83.15,Hold,Sell,False
98,142.34244023394453,127.42,54.967881177972096,30.76,Hold,Buy,False
99,139.16798328949886,135.65,28.508291409606716,44.08,Hold,Hold,True
100,143.0900050645375,141.93,56.55879273212622,54.82,Hold,Hold,True
101,142.66947710827964,143.59,62.81509268147637,63.49,Buy,Hold,False
102,141.63505111387627,154.85,79.27735225455766,81.1,Hold,Sell,False
103,142.63663364141954,134.68,61.66193650843344,50.09,Buy,Buy,True
104,140.06963979171488,144.63,58.34182305798534,60.46,Sell,Sell,True
105,141.3147617425123,129.98,39.119145771257536,33.34,Hold,Buy,False
106,139.91699081778953,136.68,35.31636822195688,45.93,Hold,Hold,True
107,144.24421414397307,156.36,56.705313346230426,82.6,Buy,Sell,False
108,143.57343398562853,138.01,58.19626529206092,49.11,Sell,Hold,False
109,141.97219704317314,127.68,56.41801709554269,27.42,Hold,Buy,False
110,139.56795163383038,136.05,50.817487146104135,43.19,Buy,Hold,False
111,141.13552820042912,153.82,54.99811358986996,79.08,Hold,Sell,False
112,140.763225875581,131.65,56.038372300360685,41.39,Buy,Buy,True
113,137.88914595752462,121.31,48.404045365244926,24.67,Hold,Hold,True
114,134.8370923361617,143.87,54.217592520406505,61.49,Hold,Sell,False
115,133.102406634794,135.38,51.15394279523145,43.39,Hold,Hold,True
116,133.08217631547996,132.77,52.824448174789985,42.81,Buy,Buy,True
117,133.14372766149108,139.7,50.630137093142736,56.24,Sell,Sell,True
118,134.01552519095293,138.21,51.58230870194221,49.59,Buy,Hold,False
119,135.58257980372642,138.46,52.238738631934154,51.24,Hold,Hold,True
120,136.82798734241197,132.62,50.02618128746731,38.35,Buy,Buy,True
121,139.2302769265935,141.65,52.4501993775246,56.45,Sell,Hold,False
122,135.61279291763108,126.15,47.62122193484916,41.67,Hold,Hold,True
123,139.93307565709577,151.1,51.57833394603914,84.17,Hold,Sell,False
124,135.93723118879248,140.68,49.88366436186629,57.25,Buy,Buy,True
125,141.8120843344316,146.82,51.53370008745903,64.02,Sell,Hold,False
126,137.3503598279372,131.6,52.04524726300063,34.28,Hold,Hold,True
127,144.6267652368955,152.91,53.22499802023117,79.57,Hold,Sell,False
128,145.9555793279091,142.44,66.51175772365575,61.93,Buy,Hold,False
129,146.9423243810454,140.05,60.43044161149204,53.73,Sell,Buy,False
130,146.61464154131892,146.23,61.16946752459306,65.59,Buy,Sell,False
131,142.81552584821355,138.27,58.295177416411605,47.16,Buy,Buy,True
132,142.07332335677785,143.87,56.8681547114215,59.13,Hold,Hold,True
133,142.6549040575747,144.9,58.01047971539483,62.25,Hold,Hold,True
